region,site,date,transect,depth_m,survey_l_m,survey_w_m,species,phase,size_cm,count,a,b,size_cm_est,weight_g
Bonaire,Tolo,2019-09-10,9,6.7,17,5,Sparisoma viride,IP,26,1,0.025067,2.9214,26,341.0401415
Bonaire,Tolo,2019-09-10,9,6.7,17,5,Sparisoma viride,IP,27,1,0.025067,2.9214,27,380.7925663
Bonaire,Tolo,2019-09-10,10,6.7,18,5,Scarus taeniopterus,IP,15,1,0.144378,2.3852,15,92.19638495
Bonaire,Tolo,2019-09-10,10,6.7,18,5,Scarus taeniopterus,IP,15,1,0.144378,2.3852,15,92.19638495
Bonaire,Tolo,2019-09-10,10,6.7,18,5,Sparisoma viride,TP,32,1,0.025067,2.9214,32,625.5290849
Bonaire,Tolo,2019-09-10,10,6.7,18,5,Scarus vetula,TP,32,1,0.01445,3.03,32,525.3784821
Bonaire,Tolo,2019-09-10,10,6.7,18,5,Scarus taeniopterus,TP,27,1,0.144378,2.3852,27,374.6190617
Bonaire,Tolo,2019-09-10,10,6.7,18,5,Sparisoma viride,IP,28,1,0.025067,2.9214,28,423.4770059
Bonaire,Tolo,2019-09-10,10,6.7,18,5,Scarus vetula,TP,32,1,0.01445,3.03,32,525.3784821
Bonaire,Tolo,2019-09-10,10,6.7,18,5,Sparisoma viride,IP,24,1,0.025067,2.9214,24,269.9302038
Bonaire,Tolo,2019-09-10,11,7,19,5,Scarus taeniopterus,IP,15,1,0.144378,2.3852,15,92.19638495
Bonaire,Tolo,2019-09-10,11,7,19,5,Scarus taeniopterus,IP,15,1,0.144378,2.3852,15,92.19638495
Bonaire,Tolo,2019-09-10,11,7,19,5,Scarus taeniopterus,IP,16,1,0.144378,2.3852,16,107.5394978
Bonaire,Tolo,2019-09-10,11,7,19,5,Scarus taeniopterus,IP,15,1,0.144378,2.3852,15,92.19638495
Bonaire,Tolo,2019-09-10,11,7,19,5,Scarus taeniopterus,IP,16,1,0.144378,2.3852,16,107.5394978
Bonaire,Tolo,2019-09-10,11,7,19,5,Scarus taeniopterus,TP,25,1,0.144378,2.3852,25,311.7938396
Bonaire,Tolo,2019-09-10,11,7,19,5,Scarus taeniopterus,TP,24,1,0.144378,2.3852,24,282.8660821
Bonaire,Tolo,2019-09-10,11,7,19,5,Scarus vetula,TP,28,1,0.01445,3.03,28,350.5554167
Bonaire,Tolo,2019-09-10,11,7,19,5,Scarus taeniopterus,IP,19,1,0.144378,2.3852,19,162.0257761
Bonaire,Tolo,2019-09-10,11,7,19,5,Scarus taeniopterus,IP,15,1,0.144378,2.3852,15,92.19638495
Bonaire,Tolo,2019-09-10,12,6.7,20,5,Sparisoma viride,TP,31,1,0.025067,2.9214,31,570.1201798
Bonaire,Tolo,2019-09-10,12,6.7,20,5,Scarus vetula,IP,25,1,0.01445,3.03,25,248.671534
Bonaire,Tolo,2019-09-10,12,6.7,20,5,Sparisoma viride,IP,26,1,0.025067,2.9214,26,341.0401415
Bonaire,Tolo,2019-09-10,12,6.7,20,5,Sparisoma viride,IP,15,1,0.025067,2.9214,15,68.38098703
Bonaire,Tolo,2019-09-10,13,6.7,17,5,Scarus vetula,TP,33,1,0.01445,3.03,33,576.7200962
Bonaire,Tolo,2019-09-10,13,6.7,17,5,Scarus taeniopterus,TP,26,1,0.144378,2.3852,26,342.3698015
Bonaire,Tolo,2019-09-10,13,6.7,17,5,Sparisoma viride,IP,28,1,0.025067,2.9214,28,423.4770059
Bonaire,Tolo,2019-09-10,13,6.7,17,5,Sparisoma viride,IP,26,1,0.025067,2.9214,26,341.0401415
Bonaire,Tolo,2019-09-10,13,6.7,17,5,Sparisoma viride,IP,27,1,0.025067,2.9214,27,380.7925663
Bonaire,Tolo,2019-09-10,13,6.7,17,5,Sparisoma viride,IP,25,1,0.025067,2.9214,25,304.1195242
Bonaire,Tolo,2019-09-10,14,6.1,19,5,Sparisoma viride,TP,32,1,0.025067,2.9214,32,625.5290849
Bonaire,Tolo,2019-09-10,14,6.1,19,5,Scarus vetula,IP,26,1,0.01445,3.03,26,280.0509766
Bonaire,Tolo,2019-09-10,14,6.1,19,5,Scarus vetula,TP,33,1,0.01445,3.03,33,576.7200962
Bonaire,Tolo,2019-09-10,14,6.1,19,5,Scarus taeniopterus,IP,16,1,0.144378,2.3852,16,107.5394978
Bonaire,Tolo,2019-09-10,14,6.1,19,5,Scarus vetula,TP,31,1,0.01445,3.03,31,477.1926869
Bonaire,Tolo,2019-09-10,15,5.8,16,5,Scarus vetula,IP,28,1,0.01445,3.03,28,350.5554167
Bonaire,Tolo,2019-09-10,15,5.8,16,5,Sparisoma viride,TP,32,1,0.025067,2.9214,32,625.5290849
Bonaire,Tolo,2019-09-10,15,5.8,16,5,Sparisoma viride,IP,15,1,0.025067,2.9214,15,68.38098703
Bonaire,Tolo,2019-09-10,15,5.8,16,5,Sparisoma viride,IP,15,1,0.025067,2.9214,15,68.38098703
Bonaire,Tolo,2019-09-10,15,5.8,16,5,Sparisoma viride,IP,26,1,0.025067,2.9214,26,341.0401415
Bonaire,Tolo,2019-09-10,15,5.8,16,5,Scarus taeniopterus,IP,15,1,0.144378,2.3852,15,92.19638495
Bonaire,Tolo,2019-09-10,15,5.8,16,5,Scarus vetula,IP,26,1,0.01445,3.03,26,280.0509766
Bonaire,Tolo,2019-09-10,15,5.8,16,5,Scarus vetula,IP,27,1,0.01445,3.03,27,313.9786028
Bonaire,Tolo,2019-09-11,16,14.6,16,5,Scarus vetula,IP,27,1,0.01445,3.03,27,313.9786028
Bonaire,Tolo,2019-09-11,16,14.6,16,5,Scarus taeniopterus,TP,26,1,0.144378,2.3852,26,342.3698015
Bonaire,Tolo,2019-09-11,16,14.6,16,5,Scarus taeniopterus,TP,25,1,0.144378,2.3852,25,311.7938396
Bonaire,Tolo,2019-09-11,17,14.6,19,5,Scarus taeniopterus,IP,18,1,0.144378,2.3852,18,142.4219739
Bonaire,Tolo,2019-09-11,17,14.6,19,5,Sparisoma viride,TP,32,1,0.025067,2.9214,32,625.5290849
Bonaire,Tolo,2019-09-11,17,14.6,19,5,Scarus taeniopterus,IP,18,1,0.144378,2.3852,18,142.4219739
Bonaire,Tolo,2019-09-11,17,14.6,19,5,Scarus taeniopterus,IP,15,1,0.144378,2.3852,15,92.19638495
Bonaire,Tolo,2019-09-11,18,14.3,19,5,Sparisoma viride,IP,27,1,0.025067,2.9214,27,380.7925663
Bonaire,Tolo,2019-09-11,18,14.3,19,5,Sparisoma viride,IP,28,1,0.025067,2.9214,28,423.4770059
Bonaire,Tolo,2019-09-11,18,14.3,19,5,Sparisoma viride,IP,26,1,0.025067,2.9214,26,341.0401415
Bonaire,Tolo,2019-09-11,18,14.3,19,5,Scarus taeniopterus,TP,26,1,0.144378,2.3852,26,342.3698015
Bonaire,Tolo,2019-09-11,18,14.3,19,5,Sparisoma viride,TP,33,1,0.025067,2.9214,33,684.3668821
Bonaire,Tolo,2019-09-11,18,14.3,19,5,Scarus taeniopterus,TP,27,1,0.144378,2.3852,27,374.6190617
Bonaire,Tolo,2019-09-11,18,14.3,19,5,Scarus taeniopterus,IP,15,1,0.144378,2.3852,15,92.19638495
Bonaire,Tolo,2019-09-11,19,14,17,5,Scarus taeniopterus,TP,26,1,0.144378,2.3852,26,342.3698015
Bonaire,Tolo,2019-09-11,19,14,17,5,Scarus taeniopterus,IP,15,1,0.144378,2.3852,15,92.19638495
Bonaire,Tolo,2019-09-11,19,14,17,5,Scarus vetula,TP,32,1,0.01445,3.03,32,525.3784821
Bonaire,Tolo,2019-09-11,19,14,17,5,Scarus taeniopterus,IP,17,1,0.144378,2.3852,17,124.2704265
Bonaire,Tolo,2019-09-11,20,14,17,5,Scarus taeniopterus,TP,27,1,0.144378,2.3852,27,374.6190617
Bonaire,Tolo,2019-09-11,20,14,17,5,Scarus taeniopterus,IP,19,1,0.144378,2.3852,19,162.0257761
Bonaire,Tolo,2019-09-11,20,14,17,5,Scarus taeniopterus,IP,18,1,0.144378,2.3852,18,142.4219739
Bonaire,Tolo,2019-09-11,20,14,17,5,Scarus taeniopterus,IP,16,1,0.144378,2.3852,16,107.5394978
Bonaire,Tolo,2019-09-11,20,14,17,5,Scarus vetula,IP,27,1,0.01445,3.03,27,313.9786028
Bonaire,Tolo,2019-09-11,20,14,17,5,Scarus taeniopterus,IP,16,1,0.144378,2.3852,16,107.5394978
Bonaire,Tolo,2019-09-11,20,14,17,5,Scarus taeniopterus,IP,17,1,0.144378,2.3852,17,124.2704265
Bonaire,Tolo,2019-09-11,20,14,17,5,Scarus taeniopterus,IP,19,1,0.144378,2.3852,19,162.0257761
Bonaire,Tolo,2019-09-11,21,14,17,5,Scarus taeniopterus,TP,26,1,0.144378,2.3852,26,342.3698015
Bonaire,Tolo,2019-09-11,21,14,17,5,Scarus taeniopterus,IP,19,1,0.144378,2.3852,19,162.0257761
Bonaire,Tolo,2019-09-11,21,14,17,5,Scarus taeniopterus,IP,17,1,0.144378,2.3852,17,124.2704265
Bonaire,Tolo,2019-09-11,21,14,17,5,Scarus taeniopterus,IP,16,1,0.144378,2.3852,16,107.5394978
Bonaire,Tolo,2019-09-11,21,14,17,5,Scarus taeniopterus,IP,15,1,0.144378,2.3852,15,92.19638495
Bonaire,Tolo,2019-09-11,21,14,17,5,Scarus taeniopterus,IP,16,1,0.144378,2.3852,16,107.5394978
Bonaire,Tolo,2019-09-11,22,14.3,16,5,Scarus taeniopterus,IP,19,1,0.144378,2.3852,19,162.0257761
Bonaire,Tolo,2019-09-11,22,14.3,16,5,Scarus taeniopterus,IP,15,1,0.144378,2.3852,15,92.19638495
Bonaire,Tolo,2019-09-11,22,14.3,16,5,Scarus taeniopterus,IP,17,1,0.144378,2.3852,17,124.2704265
Bonaire,Tolo,2019-09-11,23,14,17,5,Scarus taeniopterus,IP,15,1,0.144378,2.3852,15,92.19638495
Bonaire,Tolo,2019-09-11,23,14,17,5,Scarus taeniopterus,IP,17,1,0.144378,2.3852,17,124.2704265
Bonaire,Tolo,2019-09-11,23,14,17,5,Scarus taeniopterus,IP,18,1,0.144378,2.3852,18,142.4219739
Bonaire,Tolo,2019-09-11,23,14,17,5,Scarus taeniopterus,IP,15,1,0.144378,2.3852,15,92.19638495
Bonaire,Tolo,2019-09-11,23,14,17,5,Scarus taeniopterus,TP,25,1,0.144378,2.3852,25,311.7938396
Bonaire,Tolo,2019-09-11,23,14,17,5,Sparisoma viride,IP,26,1,0.025067,2.9214,26,341.0401415
Bonaire,Tolo,2019-09-11,23,14,17,5,Scarus taeniopterus,IP,15,1,0.144378,2.3852,15,92.19638495
Bonaire,Tolo,2019-09-11,23,14,17,5,Sparisoma viride,TP,33,1,0.025067,2.9214,33,684.3668821
Bonaire,Tolo,2019-09-11,24,13.7,17,5,Scarus taeniopterus,IP,16,1,0.144378,2.3852,16,107.5394978
Bonaire,Tolo,2019-09-11,24,13.7,17,5,Scarus taeniopterus,IP,15,1,0.144378,2.3852,15,92.19638495
Bonaire,Tolo,2019-09-11,24,13.7,17,5,Scarus taeniopterus,IP,15,1,0.144378,2.3852,15,92.19638495
Bonaire,Tolo,2019-09-11,24,13.7,17,5,Scarus taeniopterus,IP,19,1,0.144378,2.3852,19,162.0257761
Bonaire,Tolo,2019-09-11,24,13.7,17,5,Scarus taeniopterus,IP,16,1,0.144378,2.3852,16,107.5394978
Bonaire,Tolo,2019-09-11,24,13.7,17,5,Scarus taeniopterus,TP,25,1,0.144378,2.3852,25,311.7938396
Bonaire,Tolo,2019-09-11,24,13.7,17,5,Scarus taeniopterus,TP,24,1,0.144378,2.3852,24,282.8660821
Bonaire,Tolo,2019-09-11,25,13.7,16,5,Sparisoma viride,IP,18,1,0.025067,2.9214,18,116.4810984
Bonaire,Tolo,2019-09-11,25,13.7,16,5,Sparisoma viride,IP,26,1,0.025067,2.9214,26,341.0401415
Bonaire,Tolo,2019-09-11,25,13.7,16,5,Scarus taeniopterus,IP,18,1,0.144378,2.3852,18,142.4219739
Bonaire,Tolo,2019-09-11,25,13.7,16,5,Scarus taeniopterus,IP,16,1,0.144378,2.3852,16,107.5394978
Bonaire,Tolo,2019-09-11,25,13.7,16,5,Scarus taeniopterus,TP,27,1,0.144378,2.3852,27,374.6190617
Bonaire,Tolo,2019-09-11,25,13.7,16,5,Sparisoma viride,TP,33,1,0.025067,2.9214,33,684.3668821
Bonaire,Tolo,2019-09-11,26,7.6,18,5,Scarus vetula,IP,27,1,0.01445,3.03,27,313.9786028
Bonaire,Tolo,2019-09-11,26,7.6,18,5,Sparisoma viride,IP,26,1,0.025067,2.9214,26,341.0401415
Bonaire,Tolo,2019-09-11,26,7.6,18,5,Scarus vetula,TP,33,1,0.01445,3.03,33,576.7200962
Bonaire,Tolo,2019-09-11,26,7.6,18,5,Sparisoma viride,IP,28,1,0.025067,2.9214,28,423.4770059
Bonaire,Tolo,2019-09-11,27,8.2,20,5,Scarus taeniopterus,IP,15,1,0.144378,2.3852,15,92.19638495
Bonaire,Tolo,2019-09-11,27,8.2,20,5,Scarus taeniopterus,IP,16,1,0.144378,2.3852,16,107.5394978
Bonaire,Tolo,2019-09-11,27,8.2,20,5,Scarus taeniopterus,IP,17,1,0.144378,2.3852,17,124.2704265
Bonaire,Tolo,2019-09-11,27,8.2,20,5,Scarus vetula,IP,25,1,0.01445,3.03,25,248.671534
Bonaire,Tolo,2019-09-11,27,8.2,20,5,Scarus vetula,IP,28,1,0.01445,3.03,28,350.5554167
Bonaire,Tolo,2019-09-11,27,8.2,20,5,Scarus vetula,IP,22,1,0.01445,3.03,22,168.8140426
Bonaire,Tolo,2019-09-11,27,8.2,20,5,Sparisoma viride,IP,25,1,0.025067,2.9214,25,304.1195242
Bonaire,Tolo,2019-09-11,27,8.2,20,5,Scarus vetula,TP,30,1,0.01445,3.03,30,432.0611815
Bonaire,Tolo,2019-09-11,28,7.6,18,5,Scarus taeniopterus,TP,26,1,0.144378,2.3852,26,342.3698015
Bonaire,Tolo,2019-09-11,28,7.6,18,5,Scarus vetula,IP,27,1,0.01445,3.03,27,313.9786028
Bonaire,Tolo,2019-09-11,28,7.6,18,5,Scarus taeniopterus,IP,16,1,0.144378,2.3852,16,107.5394978
Bonaire,Tolo,2019-09-11,28,7.6,18,5,Scarus vetula,IP,27,1,0.01445,3.03,27,313.9786028
Bonaire,Tolo,2019-09-11,28,7.6,18,5,Scarus vetula,IP,25,1,0.01445,3.03,25,248.671534
Bonaire,Tolo,2019-09-11,28,7.6,18,5,Scarus vetula,TP,33,1,0.01445,3.03,33,576.7200962
Bonaire,Tolo,2019-09-11,28,7.6,18,5,Scarus vetula,TP,32,1,0.01445,3.03,32,525.3784821
Bonaire,Tolo,2019-09-11,29,7.6,17,5,Scarus taeniopterus,TP,25,1,0.144378,2.3852,25,311.7938396
Bonaire,Tolo,2019-09-11,29,7.6,17,5,Scarus taeniopterus,IP,15,1,0.144378,2.3852,15,92.19638495
Bonaire,Tolo,2019-09-11,29,7.6,17,5,Scarus vetula,TP,32,1,0.01445,3.03,32,525.3784821
Bonaire,Tolo,2019-09-11,29,7.6,17,5,Scarus taeniopterus,IP,16,1,0.144378,2.3852,16,107.5394978
Bonaire,Tolo,2019-09-11,30,7.6,18,5,Scarus taeniopterus,TP,26,1,0.144378,2.3852,26,342.3698015
Bonaire,Tolo,2019-09-11,30,7.6,18,5,Scarus taeniopterus,IP,16,1,0.144378,2.3852,16,107.5394978
Bonaire,Tolo,2019-09-11,30,7.6,18,5,Scarus vetula,IP,27,1,0.01445,3.03,27,313.9786028
Bonaire,Tolo,2019-09-11,30,7.6,18,5,Scarus vetula,IP,26,1,0.01445,3.03,26,280.0509766
Bonaire,Tolo,2019-09-11,30,7.6,18,5,Scarus vetula,TP,31,1,0.01445,3.03,31,477.1926869
Bonaire,Tolo,2019-09-11,30,7.6,18,5,Sparisoma viride,TP,33,1,0.025067,2.9214,33,684.3668821
Bonaire,Tolo,2019-09-11,30,7.6,18,5,Sparisoma viride,IP,29,1,0.025067,2.9214,29,469.1933759
Bonaire,Tolo,2019-09-11,30,7.6,18,5,Sparisoma viride,IP,30,1,0.025067,2.9214,30,518.0413119
Bonaire,Tolo,2019-09-11,30,7.6,18,5,Sparisoma viride,IP,28,1,0.025067,2.9214,28,423.4770059
Bonaire,Tolo,2019-09-11,31,7.3,18,5,Sparisoma viride,IP,27,1,0.025067,2.9214,27,380.7925663
Bonaire,Tolo,2019-09-11,31,7.3,18,5,Scarus taeniopterus,TP,26,1,0.144378,2.3852,26,342.3698015
Bonaire,Tolo,2019-09-11,31,7.3,18,5,Scarus taeniopterus,IP,15,1,0.144378,2.3852,15,92.19638495
Bonaire,Tolo,2019-09-11,31,7.3,18,5,Scarus taeniopterus,TP,27,1,0.144378,2.3852,27,374.6190617
Bonaire,Tolo,2019-09-11,31,7.3,18,5,Sparisoma viride,TP,32,1,0.025067,2.9214,32,625.5290849
Bonaire,Tolo,2019-09-11,31,7.3,18,5,Sparisoma viride,IP,26,1,0.025067,2.9214,26,341.0401415
Bonaire,Tolo,2019-09-11,31,7.3,18,5,Scarus vetula,TP,31,1,0.01445,3.03,31,477.1926869
Bonaire,Tolo,2019-09-11,31,7.3,18,5,Scarus taeniopterus,TP,25,1,0.144378,2.3852,25,311.7938396
Bonaire,Tolo,2019-09-11,32,7.6,20,5,Scarus taeniopterus,TP,27,1,0.144378,2.3852,27,374.6190617
Bonaire,Tolo,2019-09-11,32,7.6,20,5,Sparisoma viride,IP,29,1,0.025067,2.9214,29,469.1933759
Bonaire,Tolo,2019-09-11,32,7.6,20,5,Scarus vetula,TP,29,1,0.01445,3.03,29,389.8825346
Bonaire,Tolo,2019-09-11,32,7.6,20,5,Scarus taeniopterus,IP,15,1,0.144378,2.3852,15,92.19638495
Bonaire,Tolo,2019-09-11,32,7.6,20,5,Scarus taeniopterus,IP,16,1,0.144378,2.3852,16,107.5394978
Bonaire,Tolo,2019-09-11,32,7.6,20,5,Scarus taeniopterus,TP,26,1,0.144378,2.3852,26,342.3698015
Bonaire,Tolo,2019-09-11,32,7.6,20,5,Sparisoma viride,IP,26,1,0.025067,2.9214,26,341.0401415
Bonaire,Tolo,2019-09-11,32,7.6,20,5,Sparisoma viride,IP,27,1,0.025067,2.9214,27,380.7925663
Bonaire,Tolo,2019-09-11,32,7.6,20,5,Scarus vetula,IP,16,1,0.01445,3.03,16,64.32079366
Bonaire,Karpata,2019-09-11,16,13.1,17,5,Sparisoma viride,IP,28,1,0.025067,2.9214,28,423.4770059
Bonaire,Karpata,2019-09-11,16,13.1,17,5,Sparisoma viride,IP,25,1,0.025067,2.9214,25,304.1195242
Bonaire,Karpata,2019-09-11,16,13.1,17,5,Scarus taeniopterus,IP,17,1,0.144378,2.3852,17,124.2704265
Bonaire,Karpata,2019-09-11,17,13.7,18,5,Scarus taeniopterus,TP,27,1,0.144378,2.3852,27,374.6190617
Bonaire,Karpata,2019-09-11,17,13.7,18,5,Scarus taeniopterus,IP,15,1,0.144378,2.3852,15,92.19638495
Bonaire,Karpata,2019-09-11,17,13.7,18,5,Scarus vetula,IP,29,1,0.01445,3.03,29,389.8825346
Bonaire,Karpata,2019-09-11,18,13.7,16,5,Scarus vetula,TP,30,1,0.01445,3.03,30,432.0611815
Bonaire,Karpata,2019-09-11,18,13.7,16,5,Scarus vetula,IP,18,1,0.01445,3.03,18,91.90593074
Bonaire,Karpata,2019-09-11,19,13.4,18,5,Scarus taeniopterus,TP,27,1,0.144378,2.3852,27,374.6190617
Bonaire,Karpata,2019-09-11,19,13.4,18,5,Scarus vetula,IP,27,1,0.01445,3.03,27,313.9786028
Bonaire,Karpata,2019-09-11,19,13.4,18,5,Sparisoma viride,IP,29,1,0.025067,2.9214,29,469.1933759
Bonaire,Karpata,2019-09-11,20,6.1,18,5,Scarus vetula,IP,15,1,0.01445,3.03,15,52.89618637
Bonaire,Karpata,2019-09-11,20,6.1,18,5,Scarus vetula,IP,16,1,0.01445,3.03,16,64.32079366
Bonaire,Karpata,2019-09-11,20,6.1,18,5,Sparisoma viride,TP,32,1,0.025067,2.9214,32,625.5290849
Bonaire,Karpata,2019-09-11,20,6.1,18,5,Sparisoma viride,IP,25,1,0.025067,2.9214,25,304.1195242
Bonaire,Karpata,2019-09-11,20,6.1,18,5,Sparisoma viride,IP,27,1,0.025067,2.9214,27,380.7925663
Bonaire,Karpata,2019-09-11,20,6.1,18,5,Scarus vetula,TP,31,1,0.01445,3.03,31,477.1926869
Bonaire,Karpata,2019-09-11,20,6.1,18,5,Sparisoma viride,IP,27,1,0.025067,2.9214,27,380.7925663
Bonaire,Karpata,2019-09-11,21,5.8,18,5,Scarus taeniopterus,IP,18,1,0.144378,2.3852,18,142.4219739
Bonaire,Karpata,2019-09-11,21,5.8,18,5,Scarus vetula,IP,24,1,0.01445,3.03,24,219.7393874
Bonaire,Karpata,2019-09-11,21,5.8,18,5,Scarus vetula,IP,22,1,0.01445,3.03,22,168.8140426
Bonaire,Karpata,2019-09-11,21,5.8,18,5,Scarus vetula,IP,18,1,0.01445,3.03,18,91.90593074
Bonaire,Karpata,2019-09-11,21,5.8,18,5,Scarus vetula,TP,32,1,0.01445,3.03,32,525.3784821
Bonaire,Karpata,2019-09-11,21,5.8,18,5,Sparisoma viride,TP,32,1,0.025067,2.9214,32,625.5290849
Bonaire,Karpata,2019-09-11,21,5.8,18,5,Sparisoma viride,IP,15,1,0.025067,2.9214,15,68.38098703
Bonaire,Karpata,2019-09-11,21,5.8,18,5,Sparisoma viride,IP,27,1,0.025067,2.9214,27,380.7925663
Bonaire,Karpata,2019-09-11,21,5.8,18,5,Scarus taeniopterus,IP,15,1,0.144378,2.3852,15,92.19638495
Bonaire,Karpata,2019-09-11,22,6.7,19,5,Scarus taeniopterus,IP,15,1,0.144378,2.3852,15,92.19638495
Bonaire,Karpata,2019-09-11,22,6.7,19,5,Scarus vetula,TP,32,1,0.01445,3.03,32,525.3784821
Bonaire,Karpata,2019-09-11,22,6.7,19,5,Scarus vetula,TP,30,1,0.01445,3.03,30,432.0611815
Bonaire,Karpata,2019-09-11,22,6.7,19,5,Sparisoma viride,IP,27,1,0.025067,2.9214,27,380.7925663
Bonaire,Karpata,2019-09-11,22,6.7,19,5,Scarus vetula,IP,26,1,0.01445,3.03,26,280.0509766
Bonaire,Karpata,2019-09-11,22,6.7,19,5,Scarus vetula,IP,23,1,0.01445,3.03,23,193.1537705
Bonaire,Karpata,2019-09-11,22,6.7,19,5,Sparisoma viride,TP,33,1,0.025067,2.9214,33,684.3668821
Bonaire,Karpata,2019-09-11,22,6.7,19,5,Scarus vetula,IP,23,1,0.01445,3.03,23,193.1537705
Bonaire,Karpata,2019-09-11,23,6.1,19,5,Scarus taeniopterus,TP,26,1,0.144378,2.3852,26,342.3698015
Bonaire,Karpata,2019-09-11,23,6.1,19,5,Scarus taeniopterus,TP,23,1,0.144378,2.3852,23,255.56081
Bonaire,Karpata,2019-09-11,23,6.1,19,5,Sparisoma viride,IP,15,1,0.025067,2.9214,15,68.38098703
Bonaire,Karpata,2019-09-11,23,6.1,19,5,Sparisoma viride,IP,28,1,0.025067,2.9214,28,423.4770059
Bonaire,Karpata,2019-09-11,23,6.1,19,5,Scarus vetula,IP,27,1,0.01445,3.03,27,313.9786028
Bonaire,Karpata,2019-09-11,23,6.1,19,5,Scarus vetula,IP,25,1,0.01445,3.03,25,248.671534
Bonaire,Karpata,2019-09-11,23,6.1,19,5,Scarus vetula,TP,32,1,0.01445,3.03,32,525.3784821
Bonaire,Karpata,2019-09-11,23,6.1,19,5,Scarus vetula,TP,31,1,0.01445,3.03,31,477.1926869
Bonaire,Karpata,2019-09-11,24,6.7,20,5,Scarus taeniopterus,IP,17,1,0.144378,2.3852,17,124.2704265
Bonaire,Karpata,2019-09-11,24,6.7,20,5,Sparisoma viride,IP,24,1,0.025067,2.9214,24,269.9302038
Bonaire,Karpata,2019-09-11,24,6.7,20,5,Scarus vetula,TP,32,1,0.01445,3.03,32,525.3784821
Bonaire,Karpata,2019-09-11,24,6.7,20,5,Scarus taeniopterus,IP,15,1,0.144378,2.3852,15,92.19638495
Bonaire,Karpata,2019-09-11,24,6.7,20,5,Scarus taeniopterus,IP,15,1,0.144378,2.3852,15,92.19638495
Bonaire,Karpata,2019-09-11,24,6.7,20,5,Scarus vetula,IP,26,1,0.01445,3.03,26,280.0509766
Bonaire,Karpata,2019-09-11,24,6.7,20,5,Sparisoma viride,IP,28,1,0.025067,2.9214,28,423.4770059
Bonaire,Karpata,2019-09-11,24,6.7,20,5,Sparisoma viride,IP,27,1,0.025067,2.9214,27,380.7925663
Bonaire,Karpata,2019-09-11,25,6.4,20,5,Scarus taeniopterus,IP,16,1,0.144378,2.3852,16,107.5394978
Bonaire,Karpata,2019-09-11,25,6.4,20,5,Scarus taeniopterus,IP,16,1,0.144378,2.3852,16,107.5394978
Bonaire,Karpata,2019-09-11,25,6.4,20,5,Scarus taeniopterus,IP,17,1,0.144378,2.3852,17,124.2704265
Bonaire,Karpata,2019-09-11,25,6.4,20,5,Scarus vetula,TP,33,1,0.01445,3.03,33,576.7200962
Bonaire,Karpata,2019-09-11,25,6.4,20,5,Sparisoma viride,IP,28,1,0.025067,2.9214,28,423.4770059
Bonaire,Karpata,2019-09-11,25,6.4,20,5,Sparisoma viride,IP,24,1,0.025067,2.9214,24,269.9302038
Bonaire,Karpata,2019-09-11,25,6.4,20,5,Sparisoma viride,IP,27,1,0.025067,2.9214,27,380.7925663
Bonaire,Karpata,2019-09-11,25,6.4,20,5,Scarus vetula,IP,26,1,0.01445,3.03,26,280.0509766
Bonaire,Karpata,2019-09-11,26,6.4,18,5,Sparisoma viride,IP,26,1,0.025067,2.9214,26,341.0401415
Bonaire,Karpata,2019-09-11,26,6.4,18,5,Sparisoma viride,IP,25,1,0.025067,2.9214,25,304.1195242
Bonaire,Karpata,2019-09-11,26,6.4,18,5,Scarus vetula,TP,32,1,0.01445,3.03,32,525.3784821
Bonaire,Karpata,2019-09-11,26,6.4,18,5,Scarus taeniopterus,IP,17,1,0.144378,2.3852,17,124.2704265
Bonaire,Karpata,2019-09-11,26,6.4,18,5,Scarus taeniopterus,IP,18,1,0.144378,2.3852,18,142.4219739
Bonaire,Karpata,2019-09-11,26,6.4,18,5,Scarus taeniopterus,TP,25,1,0.144378,2.3852,25,311.7938396
Bonaire,Karpata,2019-09-11,26,6.4,18,5,Scarus taeniopterus,TP,26,1,0.144378,2.3852,26,342.3698015
Bonaire,Karpata,2019-09-11,26,6.4,18,5,Sparisoma viride,IP,28,1,0.025067,2.9214,28,423.4770059
